rank	candidate_id	title	buyer	deadline	value	currency	band	reasons	scope_dce	deep_batch
226	ZA_ETENDERS_OCDS:ocds-9t57fa-165368-2026-08-12	NOTICE 5 OF 2026	BUFFALO CITY METROPOLITAN DEVELOPMENT AGENCY	2026-08-21T12:00:00+00:00		ZAR	LOW		SUBMISSION ADDRESS 69 FRERE ROAD, VINCENT, EAST LONDON (CORNER OF FRERE ROAD AND WINDSOR ROAD VINCENT - USE ENTRANCE AT WINDSOR ROAD) REQUES	batch-022.json
227	US-SAM:873fb156fe7e457faac3313c17094e1f	GUATEMALA - MODULAR STRUCTURAL MEZZANINE	STATE, DEPARTMENT OF	2026-09-14T23:00:00+00:00			LOW		===== FILE: files/RFQ_19GT5026Q0078_-_MODULAR_STRUCTURAL_MEZZANINE.pdf ===== August 17, 2026 Dear Prospective Offeror: Subject: Request for 	batch-022.json
228	US-SAM:82c35740a9f7403ea5544e3271c8ecde	Multi-Layer Insulation (MLI) Blankets	ENERGY, DEPARTMENT OF	2026-09-02T22:00:00+00:00			LOW		19-Feb-2024 APPROVED V.ROGER DATE 20-Feb-2024 USED ON F10138832, F10143503 MATERIAL MLI GROUP: Technical Division - Design and Drafting CAGE	batch-022.json
229	US-SAM:96953a5e264244fc9f859661e0f6c6ad	WELL DRINKING WATER SAMPLE ANALYSIS	INTERIOR, DEPARTMENT OF THE	2026-08-28T23:00:00+00:00			LOW		SOLICITATION INFORMATION CALL: a. NAME b. TELEPHONE NUMBER (No collect calls) 8. OFFER DUE DATE/ LOCAL TIME 9. ISSUED BY 13b. RATING 14. MET	batch-022.json
230	US-SAM:dc7dcdd41eae4a8db03118d758ce18e7	Medication Carts and BCMA Scanners	VETERANS AFFAIRS, DEPARTMENT OF	2026-08-26T10:00:00+00:00			LOW		RAM EDWOSB 8(A) NAICS: SIZE STANDARD: 11. DELIVERY FOR FOB DESTINA- TION UNLESS BLOCK IS MARKED SEE SCHEDULE 12. DISCOUNT TERMS 13a. THIS CO	batch-022.json
231	US-SAM:c391a4686f5f465d86f949ce5396f3cc	MN SHERBURNE NWR 74 HP 4WD LOADER	INTERIOR, DEPARTMENT OF THE	2026-08-27T21:00:00+00:00			LOW		SOLICITATION INFORMATION CALL: a. NAME b. TELEPHONE NUMBER (No collect calls) 8. OFFER DUE DATE/ LOCAL TIME 9. ISSUED BY 13b. RATING 14. MET	batch-023.json
232	US-SAM:13f8ff3f9d29428facc70f3a715d92b6	399nm Optical Assembly for Laser Conditioning	COMMERCE, DEPARTMENT OF	2026-08-27T17:00:00+00:00			LOW		===== FILE: files/NB688000-26-02470_Attch_1_Requirements_and_Specifications.pdf ===== Requirements / Specification Document Requirements / S	batch-023.json
233	US-SAM:1fba640b7e1e4303b44568a07bd6b3db	FDA upper limb prosthesis system w/TASKA hand	HEALTH AND HUMAN SERVICES, DEPARTMENT OF	2026-08-25T19:00:00+00:00			LOW		can Industry Classification System (NAICS) Code 339113 - Surgical Appliances and Supplies Manufacturing, with a Small Business Size Standard	batch-023.json
234	US-SAM:ab0869d1e3d34099b7a422c3f83281c3	Z--GRSM ROAD STRIPING	INTERIOR, DEPARTMENT OF THE	2026-08-24T20:00:00+00:00			LOW		===== FILE: files/A04_ATTACHMENT_001_-_SOW_Roadside_Striping_Parkwide.pdf ===== Statement of Work Roadway Striping Great Smoky Mountains Nat	batch-023.json
235	US-SAM:d5475a779df846599762ea63e768547b	6515--OPHTHALMIC ULTRASOUND SYSTEM AND ACCESSORIES	VETERANS AFFAIRS, DEPARTMENT OF	2026-08-24T19:00:00+00:00			LOW		es AND instructions are added as addenda: 52.212-2 EVALUATION—COMMERCIAL PRODUCTS AND COMMERCIAL SERVICES. (a) Evaluation factors. The Gover	batch-023.json
236	US-SAM:a6944eb312ea4ace829b832970f67716	Stretchers	HEALTH AND HUMAN SERVICES, DEPARTMENT OF	2026-08-21T21:00:00+00:00			LOW		sued. d Solicitation #IHS1528521 and this notice is issued as a Request for Quotation (RFQ). This is a combined synopsis/solicitation for co	batch-023.json
237	US-SAM:75d8120a6581429b9ea1caa07a65a3b3	First Article Testing of Rubber Formulas	DEPT OF DEFENSE	2026-08-24T12:00:00+00:00			LOW		===== FILE: files/GFPN3904026Q5335_1.pdf ===== GFP Attachment Status: Reviewed GFP Attachment Information: Solicitation Information: Provisi	batch-023.json
238	US-SAM:2a4c4f5ca1c04d9ea78f6874714152db	S--10 Roll-off Dumpster and Debris Removal, NPS-PORE	INTERIOR, DEPARTMENT OF THE	2026-08-24T21:00:00+00:00			LOW		===== FILE: files/Att_02_SOW_Dumpster_and_Debris_Removal.pdf ===== Statement of Work (SOW) Roll-Off Dumpster Delivery, Rental, Hauling, and 	batch-023.json
239	US-SAM:810e1a7bdb9d47c49aa4f7fcfcac5038	Liquid Nitrogen Supply - San Juan	HEALTH AND HUMAN SERVICES, DEPARTMENT OF	2026-08-24T14:00:00+00:00			LOW		PRICE SCHEDULE Offerors shall provide firm-fixed pricing for each contract period. The Liquid Nitrogen unit price shall be quoted on a per-g	batch-023.json
240	US-SAM:5f1eba49ae954cf493ce97c2ca48bbf9	56--EO14398 TRAIL AGGREGATE - GLBA	INTERIOR, DEPARTMENT OF THE	2026-08-21T21:00:00+00:00			LOW		===== FILE: files/B08_Sol_Specifications.pdf ===== National Park Service Glacier Bay National Park & Preserve Supply Trail Surface Aggregate	batch-023.json
241	US-SAM:e430e6d471b74cd9827284010fd0d6fe	Enterprise-wide OT/ICS/FRCS Modernization and Integration Prototype 1.0 (ICED-603)	DEPT OF DEFENSE	2026-09-01T16:00:00+00:00			LOW		GFI) detailing physical and cybersecurity discrepancies for 2 standardized sample locations. Offerors shall demonstrate their technical capa	batch-024.json
242	US-SAM:13dc5e62ea304d2e8ccfd2a992379989	NSAND Gaeta Floating Pier	DEPT OF DEFENSE	2026-08-31T08:00:00+00:00			LOW		DATE 7. FOR SOLICITATION INFORMATION CALL: a. NAME b. TELEPHONE NUMBER (No collect calls) 8. OFFER DUE DATE/ LOCAL TIME 9. ISSUED BY 13b. RA	batch-024.json
243	US-SAM:fd0852967918430e9244ad12923c1dc8	Berla iVe Automobile Forensic License Support	DEPT OF DEFENSE	2026-08-24T19:00:00+00:00			LOW		===== FILE: files/A0001_-_Statement_of_Work_.pdf ===== 1 Statement of Work (SOW) for Berla iVe Automobile Forensic License Support 12 Mar 20	batch-024.json
244	US-SAM:73b0d33becde4e33bd4a6259e981df0e	Basic Radar Concepts Course	DEPT OF DEFENSE	2026-08-21T22:00:00+00:00			LOW		===== FILE: files/Combined_Synopsis_Solicitation_-_N6426726Q4243_Redacted.pdf ===== Section A - Solicitation/Contract Form PA40 Georgia Tech	batch-024.json
245	TED:568798-2026	Germany – Miscellaneous business-related services – Bestellung eines externen Datenschutzbeauftragten für den Forschungsverbund Berlin e.V.	Forschungsverbund Berlin e.V.	2026-09-28T10:00:00+02:00			LOW		Vertrag geschlossen wird, gelten diese Vertragsbe- dingungen ergänzend und nachrangig, soweit der gesonderte Vertrag einzelne Regelungsberei	batch-024.json
246	TED:567057-2026	Germany – Guard services – Pforten- und Sicherheitsdienst IHK-Forum	Industrie- und Handelskammer zu Dortmund	2026-09-08T23:59:59+02:00	225000.0	EUR	LOW		===== FILE: files/1_20Leistungsbeschreibung_20Pforten-_20und_20Sicherheitsdienst_202_2026.pdf ===== Vergabenummer: 2/2026 Pforten- und Siche	batch-024.json
247	EE-RHR:736bd2a2-fb4e-4af9-8a43-051e3b9d31b2	Kohtla-Järve linnas korraldatud jäätmeveo teenuse osutaja leidmine	Kohtla-Järve Linnavalitsus	2026-08-24T07:00:00+00:00	6000000.0	EUR	LOW		===== FILE: files/files_unpacked/299212_ESPD_v2.0_laiendatud.xml ===== <?xml version="1.0" encoding="UTF-8"?> <QualificationApplicationReque	batch-024.json
248	TED:555411-2026	Germany – Firefighting vehicles – Lieferung Gerätewagen Wechsellader mit Hakengerät und Ladekran für die Feuerwehr Offenburg (2 Lose)	Stadt Offenburg, Fachbereich Bauservice, Zentrale Vergabestelle	2026-09-10T10:00:00+02:00			LOW			batch-024.json
249	US-SAM:9fcbf7dddb9c411686248c9216c7bf58	US Native Turtles - Housing Care Testing	INTERIOR, DEPARTMENT OF THE	2026-08-31T17:00:00+00:00			LOW		only solicitation; quotes are being requested and a written solicitation will not be issued. This is a Request For Quote (RFQ). NAICS is 541	batch-024.json
250	TED:571807-2026	Slovenia – Software programming and consultancy services – VKS-101/26 OPTIMIZACIJA ZBIRANJA KOMUNALNIH ODPADKOV IN VZPOSTAVITEV ENOTNEGA SISTEMA UPRAVLJANJA VOZNEGA PARKA JP VOKA SNAGA D.O.O	JAVNO PODJETJE VODOVOD KANALIZACIJA SNAGA d.o.o.	2026-09-04T10:00:00+02:00			LOW		odvoza odpadkov. Priprava vektorske cestne mreže za odvoz odpadkov Izvajalec mora zagotoviti obdelavo in prilagoditev cestnega omrežja za po	batch-024.json
251	US-SAM:5b317b19dceb4bdb8d0a49b0a3e17e58	CD Spectropolarimeter System (Including Autosampler, Peltier Control, Software, PC) + 2 years of Post warranty maintenance	HEALTH AND HUMAN SERVICES, DEPARTMENT OF	2026-08-24T19:00:00+00:00			LOW		business under the applicable NAICS may submit a quote. Schedule of Supplies or Services and Prices/Costs. Prices shall be inclusive of all 	batch-025.json
252	TED:571058-2026	Lithuania – Software-related services – VSFSVVP IS vystymo, palaikymo ir garantinio aptarnavimo paslaugų pirkimas (TP)	Viešoji įstaiga Centrinė projektų valdymo agentūra	2026-09-21T09:30:00+03:00	396694.0	EUR	LOW		sipažinti su dokumentais, kuriais patvirtinama informacija, pateikta šio Europos bendrojo viešųjų pirkimų dokumento [nurodyti atitinkamą dal	batch-025.json
253	US-SAM:7818a6fcccae4477baef84cb99610af7	USWFS GB UNIT 1 ESR FY26 CATTLE GUARDS	INTERIOR, DEPARTMENT OF THE	2026-08-27T18:00:00+00:00			LOW		Note: All anchor bolt and lifting point inserts will be within 1/4" tolerance. I 1-- I Star type P-46-T (5/8" x 2 7 /8") inserts with 5/8" x	batch-025.json
254	PL-BZP:08def6e9-a553-baf3-962b-120001b3f780	Wykonanie dokumentacji budowlano-wykonawczej na rewitalizację wraz z przebudową budynku H - Fangorówki PAN Ogrodu Botanicznego-CZRB w Powsinie	Polska Akademia Nauk Ogród Botaniczny - Centrum Zachowania Różnorodności Biologicznej w Powsinie	2026-08-20T09:00:00+00:00			LOW			batch-025.json
255	US-SAM:37d30f6d7db1484b821a034b992811ec	Leica VT1200S Vibrating Blade Microtomes	VETERANS AFFAIRS, DEPARTMENT OF	2026-08-31T18:00:00+00:00			LOW		mmodities described below. Leica VT1200S Vibrating Blade Microtome, BRAND NAME ONLY BACKGROUND/OBJECTIVE: The Jesse Brown VAMC, Research Dep	batch-025.json
256	TED:567313-2026	France – Medical equipments – Acquisition et maintenance de soudeuses de tubulures, mobiles, mono-têtes et multi-têtes compatibles PVC et/ou EVA pour l’EFS (DROM inclus) et le CTSA	Etablissement français du sang	2026-09-23T12:00:00+02:00			LOW		l'exécution des marchés en cours avec l’EFS à un co-traitant dont l'entité est détenue à plus de 50% de manière directe ou indirecte par une	batch-025.json
257	TED:568922-2026	Lithuania – Electrical power systems design services – Vilniaus troleibusų kontaktinio tinklo elektros pastočių sistemos matavimų, analizės ir techninių darbo projektų parengimo paslaugos	UAB Vilniaus viešasis transportas (PV)	2026-08-28T10:00:00+03:00		EUR	LOW		(kitų) pirkimo procedūrų. Ekonominės veiklos vykdytojai oficialiai sutinka perkančiąjai organizacijai ar perkančiajam subjektui, nurodytam I	batch-025.json
258	US-SAM:782676dbd27a456ab70b945ef61c3494	Granite Canyon rental house for MMTD Survey	COMMERCE, DEPARTMENT OF	2026-08-21T20:00:00+00:00			LOW		SOLICITATION INFORMATION CALL: a. NAME b. TELEPHONE NUMBER (No collect calls) 8. OFFER DUE DATE/ LOCAL TIME 9. ISSUED BY 13b. RATING 14. MET	batch-025.json
259	US-SAM:628d0e56848d4e71b8e341059425ddb1	S--Chemical Disposal Services for Many Farms High Sch	INTERIOR, DEPARTMENT OF THE	2026-08-24T21:00:00+00:00			LOW		SOLICITATION INFORMATION CALL: a. NAME b. TELEPHONE NUMBER (No collect calls) 8. OFFER DUE DATE/ LOCAL TIME 9. ISSUED BY 13b. RATING 14. MET	batch-025.json
260	US-SAM:915ab746c6fa4c3b82a899b44a06ba6e	Columbus HD Upgrade	DEPT OF DEFENSE	2026-08-19T19:00:00+00:00			LOW		alendar days after the site visit. A record of the site visit and answers to the questions submitted will be distributed to all contractors 	batch-025.json
261	US-SAM:d42aff8b96f64f2e9265b532f7aa146d	Highspeed Optical Tracking Markerless Cameras Install	COMMERCE, DEPARTMENT OF	2026-08-18T23:00:00+00:00			LOW		===== FILE: files/Attachment_1_-_Draft_SOW.pdf ===== Statement of Work Highspeed Optical Tracking Markerless Cameras Requesting Laboratory /	batch-026.json
262	US-SAM:03e0f798d45941cf9ce195549d628138	ARSR-4 Test Station	TRANSPORTATION, DEPARTMENT OF	2026-08-31T19:00:00+00:00			LOW		scription ......................................................................... 1-1 1.2.2 Physical Description .........................	batch-026.json
263	TED:567051-2026	Germany – Measuring instruments – Ge-detector	Helmholtz-Zentrum Dresden-Rossendorf e.V.	2026-09-15T14:00:00+02:00			LOW		===== FILE: files/Vergabeunterlagen_EUOV2611_Ge-detector _20260814T122756_unpacked/Dateien für Angebot/01A_Performance Specfication and Pric	batch-026.json
264	TED:556476-2026	Poland – Computer equipment and supplies – Dostawa komputerów laboratoryjnych	Politechnika Lubelska	2026-09-15T10:00:00+02:00			LOW		ykonawca oficjalnie wyraża zgodę na to, aby instytucja zamawiająca lub podmiot zamawiający określone w części I uzyskał(-a)(-o) dostęp do do	batch-026.json
265	TED:571228-2026	Poland – Software package and information systems – Odnowienie serwisów utrzymania infrastruktury serwerowej w COPD i ZOPD oraz rozbudowa deduplikatora	Sąd Apelacyjny w Katowicach	2026-09-21T12:00:00+02:00			LOW		arLeft w:val="0"/><w:marRight w:val="0"/><w:marTop w:val="0"/><w:marBottom w:val="0"/><w:divBdr><w:top w:val="none" w:sz="0" w:space="0" w:c	batch-026.json
266	ZA_ETENDERS_OCDS:ocds-9t57fa-165731-2026-08-14	RFQSSS003/08/2026	IKHALA PUBLIC TVET COLLEGE	2026-08-28T11:00:00+00:00		ZAR	LOW		e your Company Name) Physical documents can be collected from Ikhala TVET Central Office, Zone D, Gwadana Drive, Ezibeleni, 5326 between 08:	batch-026.json
267	ZA_ETENDERS_OCDS:ocds-9t57fa-165827-2026-08-17	OVI01REQ004471	Agricultural Research Council	2026-08-24T11:00:00+00:00		ZAR	LOW		===== FILE: files/OVI01REQ004471.pdf ===== Page 1 of 12 Request for Quotation RFQ NUMBER: OVI01REQ004471 CLOSING DATE: Date: 24 August 2026 	batch-026.json
268	ZA_ETENDERS_OCDS:ocds-9t57fa-165566-2026-08-13	ICASA 10-2026	Independent Communications Authority of South Africa (ICASA)	2026-09-11T11:00:00+00:00		ZAR	LOW		ral 3.1 Unless otherwise indicated in the bidding documents, the purchaser shall not be liable for any expense incurred in the preparation a	batch-026.json
269	ZA_ETENDERS_OCDS:ocds-9t57fa-165819-2026-08-17	DOH 262-2026/2027	Health	2026-08-31T11:00:00+00:00		ZAR	LOW		BASED A CONTRACTOR UNDER NEC4 TERM SERVICE CONTRACT FOR THE ATTENDANCE TO LATENT DEFECTS AND EMERGENCY WORKS AT THENGWE CLINIC, THOHOYANDOU 	batch-026.json
270	US-SAM:3b14ea9d1a88464abdbcb3eb7f245bf3	OWYHEE DESERT HAZARDOUS FUEL BREAK MOWING FY26	INTERIOR, DEPARTMENT OF THE	2026-09-04T20:00:00+00:00			LOW		===== FILE: files/A04_Owyhee_Mow_SOW_Final.docx ===== I. General Information and Requirements Description of Work Specifications and Limitat	batch-026.json
271	US-SAM:fa3ebffdb0dc4816884ac59a8bf86764	Safety Boots Follow-On for Fort Riley, KS	DEPT OF DEFENSE	2026-08-28T17:00:00+00:00			LOW		BOOTS PURCHASE DESCRIPTION SALIENT CHARACTERISTICS: The Government has a requirement for the supply of varying quantities/sizes/types of saf	batch-027.json
272	US-SAM:7236ba90c32642abac62b78ce031cec3	Y--EAST CANAL EFFICIENCY IMPROVEMENTS	INTERIOR, DEPARTMENT OF THE	2026-08-31T18:00:00+00:00			LOW		e outside of the East Canal and may be completed during irrigation season: a. West Loutsenhizer Diversion Pipeline Concrete Inlet Structure 	batch-027.json
273	US-SAM:89b93887b5fd4d95a24f0e35d8d28a77	OR - Klamath Marsh NWR -FUEL REDUCTION Site A	INTERIOR, DEPARTMENT OF THE	2026-08-26T14:00:00+00:00			LOW		d in this notice and award. This announcement constitutes the only solicitation; quotes are being requested and a written solicitation will 	batch-027.json
274	US-SAM:f8b271038f834f8b93e3e9b87f7a2f09	Intent to Solicit Only One Source for Five (5) lapping systems with accompanying cabinetry for housing the lapping system and associated consumables.	DEPT OF DEFENSE	2026-08-25T15:59:00+00:00			LOW		The solicitation document and incorporated provisions and clauses are those in effect through Federal Acquisition Circular 2026-01 effective	batch-027.json
275	US-SAM:8e8af41eaaf048cd8c156522834c821a	DPGDS BOM Procurement for 249th EN BAT	DEPT OF DEFENSE	2026-08-25T14:00:00+00:00			LOW		N ISSUE DATE 7. FOR SOLICITATION INFORMATION CALL: a. NAME b. TELEPHONE NUMBER (No collect 8. OFFER DUE DATE/ LOCAL TIME 9. ISSUED BY 13b. R	batch-027.json
276	US-SAM:6c3243a3acf14f4db610526f9671466b	OR - Klamath Marsh NWR -FUEL REDUCTION	INTERIOR, DEPARTMENT OF THE	2026-08-24T14:00:00+00:00			LOW		d in this notice and award. This announcement constitutes the only solicitation; quotes are being requested and a written solicitation will 	batch-027.json
277	US-SAM:ab16f3cc355a4b5e9c7607bc9c6a6758	S--Selawik NWR Snow Removal BPA	INTERIOR, DEPARTMENT OF THE	2026-08-21T19:00:00+00:00			LOW		SOLICITATION INFORMATION CALL: a. NAME b. TELEPHONE NUMBER (No collect calls) 8. OFFER DUE DATE/ LOCAL TIME 9. ISSUED BY 13b. RATING 14. MET	batch-027.json
278	US-SAM:f2dbb38f95534b668c773d30d2d3be3c	Astrion EPOCH 650 Digital Ultrasonic Flaw Detector	NATIONAL AERONAUTICS AND SPACE ADMINISTRATION	2026-08-21T20:00:00+00:00			LOW		===== FILE: files/SATPC0042484_Tab_04_4_SOW.pdf ===== STATEMENT OF WORK 1. Objective/Requirements The information listed below is required t	batch-027.json
279	US-SAM:a76d683267b1459caf7598c5d325d582	Nihon Kohden NeuroCart-Plus	DEPT OF DEFENSE	2026-09-26T17:00:00+00:00			LOW		DATE 7. FOR SOLICITATION INFORMATION CALL: a. NAME b. TELEPHONE NUMBER (No collect calls) 8. OFFER DUE DATE/ LOCAL TIME 9. ISSUED BY 13b. RA	batch-027.json
280	TED:567238-2026	Lithuania – Rotating evaporators – Rotacinio garintuvo pirkimas (atviras tarptautinis)	Lietuvos sveikatos mokslų universitetas (PV)	2026-09-21T10:00:00+03:00	8799.0	EUR	LOW		us dokumentus iš ankstesnių (kitų) pirkimo procedūrų. Ekonominės veiklos vykdytojai oficialiai sutinka perkančiąjai organizacijai ar perkanč	batch-027.json
281	PL-BZP:08def6df-8f89-147e-962b-120001b3f6af	Usługa kompleksowej organizacji wizyt studyjnych na rzecz Centrum Doradztwa Rolniczego w Brwinowie Oddział w Krakowie II półrocze 2026	Centrum Doradztwa Rolniczego w Brwinowie	2026-08-19T08:00:00+00:00			LOW		soję i bobik. Uwzględniono przy tym zarówno wyniki badań krajowych, jak i za- granicznych. Słowa kluczowe: strączkowe, Fabaceae, BW AA, inok	batch-028.json
282	TED:556212-2026	Poland – Firefighting vehicles – Zakup średniego samochodu ratowniczo – gaśniczego dla Ochotniczej Straży Pożarnej w Trąbkach Wielkich	OCHOTNICZA STRAŻ POŻARNA W TRĄBKACH WIELKICH	2026-09-08T10:00:00+02:00			LOW		onawca oficjalnie wyraża zgodę na to, aby instytucja zamawiająca lub podmiot zamawiający określone w części I uzyskał(-a)(-o) dostęp do doku	batch-028.json
283	TED:554504-2026	Poland – Sewage treatment works – Modernizacja, rozbudowa i remont oczyszczalni ścieków w Nowym Targu	Miejski Zakład Wodociągów i Kanalizacji w Nowym Targu sp. z o.o.	2026-08-25T11:00:00+02:00			LOW		tację. Wykonawca oficjalnie wyraża zgodę na to, aby instytucja zamawiająca lub podmiot zamawiający określone w części I uzyskał(-a)(-o) dost	batch-028.json
284	TED:568962-2026	Estonia – Adult and other education services – Eesti.ai koolitajate tellimine (Riigikantselei)	Riigi Tugiteenuste Keskus	2026-08-21T11:00:00+03:00	5000000.0	EUR	LOW		.microsoft.com/office/word/2018/wordml" xmlns:w16du="http://schemas.microsoft.com/office/word/2023/wordml/word16du" xmlns:w16sdtdh="http://s	batch-028.json
285	TED:566747-2026	Germany – Architectural services for buildings – Erfüllung des Ganztagsanspruchs an der Gemeinschaftsgrundschule Roetgen - Neubau Gebäude OGS / Mensa und Neugestaltung Schulhof	Stadt Aachen - Zentrale Vergabestelle FB60/300	2026-09-02T23:59:59+02:00			LOW		on Titan, Aluminium, Kupfer, Nickel, Palladium und Eisenerz aus oder durch Russland in die Union, oder f) den Kauf , die Einfuhr oder die Be	batch-028.json
