warehouse_source,country,category,subcategory,records,buyers,median_estimated_value,median_bidders,one_bidder_rows
Canada federal,Canada,Other,*Lifts *Vehicle lift,1,1,,,0
Canada federal,Canada,Other,*Parachutes *Photographic services,1,1,,,0
Canada federal,Canada,Other,*Cleaning and janitorial supplies *Floor cleaning services *Building cleaning services *Building component cleaning services,1,1,,,0
Canada federal,Canada,Other,*Fishery resources protection or conservation *Fish hatcheries *Fish ranches *Highway and road resurfacing service *Pumping station construction service *Land preparation services *Digging services *Plumbing construction services *Heating and cooling and air conditioning HVAC construction and maintenance services,1,1,,,0
Canada federal,Canada,Other,*Metal drilling machines,1,1,,,0
Canada federal,Canada,Other,*Hazardous waste container,1,1,,,0
Canada federal,Canada,Other,*Audio and visual equipment *Audio visual equipment accessories,1,1,,,0
Canada federal,Canada,Other,*Book browser units *Book kiosks,1,1,,,0
Canada federal,Canada,Other,*Scheduled bus services,1,1,,,0
Canada federal,Canada,Other,*Structural components and basic shapes,1,1,,,0
Canada federal,Canada,Other,*Meat and poultry products *Seafood *Dairy products and eggs *Edible oils and fats *Sugar products *Seasonings and preservatives *Bread and bakery products *Prepared and preserved foods *Coffee and tea *Non alcoholic beverages *Cereal and pulse products *Fresh fruits *Frozen fruit *Fresh vegetables *Frozen vegetables,1,1,,,0
Canada federal,Canada,Other,*Monitor arms or stands *Booths *Chairs *Tables *Credenzas *Panel systems *Lounge seating *Stool seating *Worksurfaces,1,1,,,0
Canada federal,Canada,Other,*Distribution and Conditioning Systems and Equipment and Components,1,1,,,0
Canada federal,Canada,Other,*Assembly machines *Tires and tire tubes *Hydraulic tools *Automotive specialty tools,1,1,,,0
Canada federal,Canada,Other,*Gas analyzers and monitors *Gas detectors,1,1,,,0
Canada federal,Canada,Other,*Measuring and observing and testing instruments *Metals and metallurgy and structural materials testing instruments,1,1,,,0
Canada federal,Canada,Other,*Building and facility maintenance and repair services *Structural steel erection services,1,1,,,0
Canada federal,Canada,Other,*Dirt and soil *Agricultural machinery for soil preparation *Structures and Building and Construction and Manufacturing Components and Supplies *Land and soil preparation and management and protection *Building and Facility Construction and Maintenance Services,1,1,,,0
Canada federal,Canada,Other,*Saddlery and harness goods,1,1,,,0
Canada federal,Canada,Other,*Professional engineering services *Landscape architecture and design service,1,1,,,0
Canada federal,Canada,Other,*Boiler and furnace construction and maintenance services *Boiler pressure controller installation,1,1,,,0
Canada federal,Canada,Other,*Valves *Water transport vessel maintenance and repair services,1,1,,,0
Canada federal,Canada,Other,*Shelving and storage *Containers and storage *Pallets *Industrial cabinets or drawers or shelving,1,1,,,0
Canada federal,Canada,Other,*Electrical system services *Electrical inspection service,1,1,,,0
Canada federal,Canada,Other,*Environmental monitoring *Civil engineering *Structural engineering *Traffic engineering,1,1,,,0
Canada federal,Canada,Other,"*Chemistry and electrochemistry and microchemistry *Microbiological testing *Product testing *Medical laboratories *Diagnoses of symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",1,1,,,0
Canada federal,Canada,Other,*Foot stools *Lounge seating *Benches,1,1,,,0
Canada federal,Canada,Other,*Wood *Soft timber *Engineered wood products *Wood beams *Wood composite beams *Framing lumber *Wood sheathing or sheets *Wood planks *Wood trusses *Wood joists *Wooden framework *Wood block *Wood brick *Wood structural materials *Wood and paper industries,1,1,,,0
Canada federal,Canada,Other,*Software *Compliance software *Carbon credit permit or certificate *Emission reporting compliance service *Pollution tracking and monitoring and rehabilitation *Pollutants tracking and monitoring and rehabilitation services,1,1,,,0
Canada federal,Canada,Other,*Electronic educational or vocational texts,1,1,,,0
Canada federal,Canada,Other,*Software *Software or hardware engineering *Software maintenance and support *Software application administration service *Platform software as a service *Platform software components as a service,1,1,,,0
Canada federal,Canada,Other,*Packaging equipment maintenance and repair service,1,1,,,0
Canada federal,Canada,Other,*Industrial buildings and structures *Prefabricated buildings and structures,1,1,,,0
Canada federal,Canada,Other,*Laboratory water purification equipment and supplies *Water purification equipment,1,1,,,0
Canada federal,Canada,Other,*Grass and forage seeds and seedlings *Snow removal services *General building and office cleaning and maintenance services,1,1,,,0
Canada federal,Canada,Other,*Software *Business function specific software *Cloud-based protection or security software *Internet cloud storage service,1,1,,,0
Canada federal,Canada,Other,*Security surveillance and detection *Passenger air transportation *Terminal services *Aerodrome or airport or aviation facility operations service *Public order and safety *Security and personal safety,1,1,,,0
Canada federal,Canada,Other,*Document management software,1,1,,,0
Canada federal,Canada,Other,*Laundry products,1,1,,,0
Canada federal,Canada,Other,*Patient exam and monitoring products *Medical diagnostic imaging and nuclear medicine products *Medical or surgical equipment repair,1,1,,,0
Canada federal,Canada,Other,*Building and facility maintenance and repair services *Window and door installation and erection services,1,1,,,0
Canada federal,Canada,Other,*Monitor arms or stands *Office furniture *Worksurfaces,1,1,,,0
Canada federal,Canada,Other,*Commercial marine craft *Barges *Oil or gas crew boat *Oil or gas workboat *Pilot boat *Hydrographical survey ship *Research vessel *Safety and rescue water craft *Lifeboats or liferafts *Military watercraft *Utility landing watercraft *Coast guard boat or cutter *Fishery patrol boat *Personal motorized watercraft,1,1,,,0
Canada federal,Canada,Other,*Masonry and stonework services *Specialty building and trades services *Events management *Technical service for art gallery and museum exhibitions and collections,1,1,,,0
Canada federal,Canada,Other,*Infrastructure maintenance and repair services *Carpentry services *Rigging and scaffolding services,1,1,,,0
Canada federal,Canada,Other,*Electrical equipment and components and supplies *Electrical Variable Speed Drives,1,1,,,0
Canada federal,Canada,Other,*Refuse collection and disposal *Garbage collection or destruction or processing or disposal,1,1,,,0
Canada federal,Canada,Other,*Humidity control *Humidity and moisture measuring instruments *Building and Facility Construction and Maintenance Services *Heating and cooling and air conditioning HVAC construction and maintenance services,1,1,,,0
Canada federal,Canada,Other,*Earthmoving service *Demolition services,1,1,,,0
Canada federal,Canada,Other,*Waste material handling and recycling systems *Monitor arms or stands *Lockers *Credenzas *Filing cabinets or accessories *Screens for panel systems *Freestanding tables *Lounge seating *Desk based screens,1,1,,,0
Canada federal,Canada,Other,*Power Generation and Distribution Machinery and Accessories *Power conditioning equipment *Electric power line construction service *Electrical system services *Electric power system construction service *Electrical power transmission engineering *Electric utilities *Industrial electric power distribution,1,1,,,0
Canada federal,Canada,Other,*Armored weapons storage container *Lockers,1,1,,,0
Canada federal,Canada,Other,*Recycling services,1,1,,,0
Canada federal,Canada,Other,*Lifting equipment and accessories *Lifts *Scissor lift or lift table,1,1,,,0
Canada federal,Canada,Other,*Lamp Ballasts and Lamp Transformers,1,1,,,0
Canada federal,Canada,Other,*Vocational training *Engineering vocational training services,1,1,,,0
Canada federal,Canada,Other,*Rehabilitation exercise devices and equipment,1,1,,,0
Canada federal,Canada,Other,*Marine construction services *Heavy equipment installation and maintenance services *Marine engineering,1,1,,,0
Canada federal,Canada,Other,*Metal cutting tools,1,1,,,0
Canada federal,Canada,Other,*Asphalts *Paving slab *Infrastructure building and surfacing and paving services,1,1,,,0
Canada federal,Canada,Other,*Aggregates *Exterior permeable aggregate flooring material,1,1,,,0
Canada federal,Canada,Other,*Vehicle body repair or painting service *Vehicle inspection service *Heavy truck maintenance and repair *Panelbeating service,1,1,,,0
Canada federal,Canada,Other,*Finishing materials and products *Tent and membrane structure framing and covering components *Prefabricated buildings and structures *Prefabricated commercial and industrial buildings and structures,1,1,,,0
Canada federal,Canada,Other,*Grandstand bleacher and stair structural components,1,1,,,0
Canada federal,Canada,Other,*Plastic bars and sheets *Plastic coil and strips *PVC plastic tubing *Plastics engineering,1,1,,,0
Canada federal,Canada,Other,*Boots *Shoe accessories,1,1,,,0
Canada federal,Canada,Other,*Lease and rental of property or building *Commercial or industrial facility rental *Military education,1,1,,,0
Canada federal,Canada,Other,*Still cameras *Camera parts and accessories,1,1,,,0
Canada federal,Canada,Other,*Refrigerated storage,1,1,,,0
Canada federal,Canada,Other,*Building and Facility Construction and Maintenance Services *Multiple unit dwelling construction services *Building construction management,1,1,,,0
Canada federal,Canada,Other,*Architectural engineering *Geotechnical or geoseismic engineering,1,1,,,0
Canada federal,Canada,Other,*Rescue equipment and accessories *Fall protection and rescue equipment *Rescue services *Search and rescue teams,1,1,,,0
Canada federal,Canada,Other,*Healthcare Services *Medical practice *Individual health screening and assessment services,1,1,,,0
Canada federal,Canada,Other,*Electrical system services *Machine installation and maintenance and repair services *Motive and electrical power generation equipment maintenance and repair services *Electrical equipment maintenance and repair service *Mechanical engineering *Electrical and electronic engineering,1,1,,,0
Canada federal,Canada,Other,*Fire fighting pump truck *Fire fighting water tank truck *Fire fighting chemical truck *Fire fighting ladder truck *Rescue truck *Fire fighting truck with remote control nozzle,1,1,,,0
Canada federal,Canada,Other,*Uniforms,1,1,,,0
Canada federal,Canada,Other,*Air transportation support systems and equipment *Vehicle testing and measuring equipment *Public safety training equipment,1,1,,,0
Canada federal,Canada,Other,*Marine construction services *Hazardous material decontamination *Hazardous waste disposal *Toxic and hazardous waste cleanup *Non-drinking water or aqueous testing *Soil or sludge or solid waste testing *Materials testing,1,1,,,0
Canada federal,Canada,Other,*Construction sheds and trailers *Transport container rental services *Office equipment rental or leasing services,1,1,,,0
Canada federal,Canada,Other,*Engineering and Research and Technology Based Services *Electrical engineering services,1,1,,,0
Canada federal,Canada,Other,*Accommodation furniture *Filing cabinets or accessories *Desks *Conferencing tables *Pedestals *Office or work chair,1,1,,,0
